100, 2 ,50 ,0.000215,3e-08,2.98
100, 2 ,70 ,0.00023,2.5e-08,2.98
100, 2 ,90 ,0.000279,3.5e-08,2.99
100, 2 ,100 ,0.00023,2e-08,2.99
100, 3 ,50 ,0.000262,2e-08,2.65333
100, 3 ,70 ,0.00027,2.33333e-08,2.66
100, 3 ,90 ,0.000272,2e-08,2.66
100, 3 ,100 ,0.000265,1.66667e-08,2.66
100, 4 ,50 ,0.00034,2e-08,2.495
100, 4 ,70 ,0.000347,1.75e-08,2.495
100, 4 ,90 ,0.000412,3.5e-08,2.495
100, 4 ,100 ,0.000321,1.5e-08,2.495
1000, 2 ,50 ,0.002699,3.65e-08,2.999
1000, 2 ,70 ,0.002691,4.05e-08,2.999
1000, 2 ,90 ,0.002647,4.6e-08,2.999
1000, 2 ,100 ,0.001676,2e-08,2.999
1000, 3 ,50 ,0.003117,3.8e-08,2.666
1000, 3 ,70 ,0.002388,2.2e-08,2.666
1000, 3 ,90 ,0.002366,2.03333e-08,2.666
1000, 3 ,100 ,0.002929,1.73333e-08,2.666
1000, 4 ,50 ,0.003323,2.125e-08,2.4995
1000, 4 ,70 ,0.002867,1.9e-08,2.4995
1000, 4 ,90 ,0.003207,1.65e-08,2.4995
1000, 4 ,100 ,0.00522,1.95e-08,2.4995
10000, 2 ,50 ,0.022027,2.79e-08,2.9999
10000, 2 ,70 ,0.030061,2.845e-08,2.9999
10000, 2 ,90 ,0.044165,3.085e-08,2.9999
10000, 2 ,100 ,0.045367,3.1e-08,2.9999
10000, 3 ,50 ,0.051715,3.40667e-08,2.6666
10000, 3 ,70 ,0.036605,2.535e-07,2.6666
10000, 3 ,90 ,0.032951,2.34667e-08,2.6666
10000, 3 ,100 ,0.047002,1.6e-08,2.6666
10000, 4 ,50 ,0.038103,1.915e-08,2.49995
10000, 4 ,70 ,0.030682,1.92e-08,2.49995
10000, 4 ,90 ,0.038188,2.535e-08,2.49995
10000, 4 ,100 ,0.034515,1.7575e-08,2.49995
100000, 2 ,50 ,0.187519,2.94849e-08,2.99996
100000, 2 ,70 ,0.2638,2.69699e-08,2.99998
100000, 2 ,90 ,0.264298,2.432e-08,2.99999
100000, 2 ,100 ,0.241778,2.0005e-08,2.99999
100000, 3 ,50 ,0.39523,2.56399e-08,2.66662
100000, 3 ,70 ,0.275353,2.46533e-08,2.66664
100000, 3 ,90 ,0.280932,2.16766e-08,2.66665
100000, 3 ,100 ,0.363962,2.01733e-08,2.66666
100000, 4 ,50 ,0.411938,2.24674e-08,2.49996
100000, 4 ,70 ,0.404118,2.11099e-08,2.49997
100000, 4 ,90 ,0.339245,1.73325e-08,2.49999
100000, 4 ,100 ,0.419345,3.206e-08,2.5
1000000, 2 ,50 ,2.64369,2.68415e-08,3
1000000, 2 ,70 ,1.96793,2.66885e-08,3
1000000, 2 ,90 ,2.3802,2.77145e-08,3
1000000, 2 ,100 ,2.14417,2.02215e-08,3
1000000, 3 ,50 ,2.69923,2.26497e-08,2.66667
1000000, 3 ,70 ,3.37893,2.50987e-08,2.66667
1000000, 3 ,90 ,2.54883,1.89967e-08,2.66667
1000000, 3 ,100 ,3.39394,1.7018e-08,2.66667
1000000, 4 ,50 ,3.46511,1.98953e-08,2.5
1000000, 4 ,70 ,4.04665,3.47185e-08,2.5
1000000, 4 ,90 ,3.25358,1.66915e-08,2.5
1000000, 4 ,100 ,3.59262,3.35445e-08,2.5
