0.000151,7.11111e-07,7.63636e-07,5.77778,6.8,6.34
0.000153,7.87402e-07,6.9863e-07,5.68504,6.79452,6.09
0.000151,6.90058e-07,8.27586e-07,5.61404,6.72414,5.775
0.000149,7.2e-07,0,5.645,0,5.645
0.000152,7.03704e-07,8.18182e-07,5.66667,6.75152,6.26333
0.000148,7.33668e-07,7.92079e-07,5.64824,6.78218,6.03
0.00015,7.26236e-07,8.37838e-07,5.68441,6.78378,5.82
0.000152,7.36667e-07,0,5.75667,0,5.75667
0.000153,7.54098e-07,7.8341e-07,5.61749,6.76959,6.2425
0.000152,7.47253e-07,7.48031e-07,5.69963,6.7874,6.045
0.000148,7.27528e-07,8.40909e-07,5.80337,6.79545,5.9125
0.000147,7.375e-07,0,5.79,0,5.79
0.001256,8.3435e-07,8.50394e-07,8.94106,9.9872,9.4725
0.001253,8.03685e-07,8.40407e-07,8.96456,9.98812,9.266
0.00128,8.31399e-07,8.27225e-07,8.97678,9.97382,9.072
0.001271,8.055e-07,0,8.973,0,8.973
0.001274,8.12707e-07,8.54265e-07,8.95698,9.98657,9.468
0.001244,8.2013e-07,8.75878e-07,8.9767,9.98829,9.26467
0.001273,8.04276e-07,8.32753e-07,8.98452,9.97561,9.07933
0.001272,8.04333e-07,0,8.991,0,8.991
0.001274,8.05336e-07,8.72976e-07,8.97431,9.98836,9.47525
0.001237,8.0056e-07,8.67776e-07,8.98775,9.98599,9.27275
0.001246,8.10264e-07,8.86076e-07,8.99029,9.98228,9.08825
0.001262,8.215e-07,0,8.983,0,8.983
0.012269,9.05327e-07,9.43966e-07,12.3765,13.3508,12.8625
0.012281,9.08239e-07,9.40091e-07,12.378,13.3495,12.6651
0.012373,8.98774e-07,9.40939e-07,12.38,13.3523,12.4763
0.012361,9.0825e-07,0,12.3814,0,12.3814
0.012345,9.09428e-07,9.44564e-07,12.379,13.3576,12.8656
0.012366,9.05326e-07,9.49105e-07,12.379,13.3467,12.6636
0.012339,9.08072e-07,9.61786e-07,12.3756,13.3541,12.472
0.012524,8.99e-07,0,12.3764,0,12.3764
0.012188,9.12112e-07,9.49138e-07,12.3811,13.3585,12.8658
0.012361,9.05101e-07,9.50216e-07,12.3754,13.3527,12.6635
0.012371,9.03183e-07,9.46338e-07,12.3776,13.353,12.4734
0.01237,9.0625e-07,0,12.3758,0,12.3758
0.122538,9.98902e-07,1.03792e-06,15.6862,16.6876,16.1861
0.122901,1.00052e-06,1.0436e-06,15.6873,16.6891,15.9857
0.123107,9.973e-07,1.04477e-06,15.6866,16.6913,15.7869
0.123647,9.9799e-07,0,15.6866,0,15.6866
0.123533,9.97243e-07,1.03688e-06,15.688,16.6875,16.1873
0.123386,1.00518e-06,1.04969e-06,15.6858,16.6873,15.9847
0.12342,1.00193e-06,1.04866e-06,15.6876,16.6883,15.7874
0.123174,1.00469e-06,0,15.6887,0,15.6887
0.123024,9.99805e-07,1.03958e-06,15.6867,16.6874,16.1861
0.122433,9.94097e-07,1.03551e-06,15.6875,16.6878,15.9863
0.123255,9.95681e-07,1.04585e-06,15.6887,16.6898,15.7887
0.123794,1.00138e-06,0,15.6887,0,15.6887
