1, 0.013633 , 8.26945e-07, 39956, 360044
2, 0.010304 , 1.0716e-06, 39956, 360044
3, 0.010774 , 8.50962e-07, 39956, 360044
4, 0.019494 , 8.9115e-07, 39956, 360044
5, 0.011579 , 8.29865e-07, 39956, 360044
6, 0.011467 , 8.84115e-07, 39956, 360044
7, 0.01085 , 8.472e-07, 39956, 360044
8, 0.013739 , 8.23192e-07, 39956, 360044
9, 0.011765 , 8.52285e-07, 39956, 360044
10, 0.010613 , 8.25995e-07, 39956, 360044
11, 0.009957 , 8.15575e-07, 39956, 360044
12, 0.011203 , 9.56847e-07, 39956, 360044
13, 0.010625 , 8.34327e-07, 39956, 360044
14, 0.011896 , 9.7834e-07, 39956, 360044
15, 0.010533 , 8.41872e-07, 39956, 360044
16, 0.01099 , 8.13255e-07, 39956, 360044
17, 0.010535 , 8.16867e-07, 39956, 360044
18, 0.02012 , 8.01007e-07, 39956, 360044
