1, 1.5e-05 , 9.7e-07, 44, 356
2, 1.4e-05 , 8.25e-07, 44, 356
3, 1.2e-05 , 8.75e-07, 44, 356
4, 1.5e-05 , 7.7e-07, 44, 356
5, 1.1e-05 , 7.875e-07, 44, 356
6, 1.2e-05 , 7.35e-07, 44, 356
7, 1.1e-05 , 7.65e-07, 44, 356
8, 1e-05 , 7.525e-07, 44, 356
9, 1e-05 , 8.05e-07, 44, 356
10, 1.1e-05 , 7.6e-07, 44, 356
11, 1e-05 , 7.4e-07, 44, 356
12, 1e-05 , 8.275e-07, 44, 356
13, 1e-05 , 7.425e-07, 44, 356
14, 1e-05 , 8.575e-07, 44, 356
15, 1.3e-05 , 7.8e-07, 44, 356
16, 1.2e-05 , 7.35e-07, 44, 356
17, 1.2e-05 , 7.775e-07, 44, 356
18, 1.1e-05 , 8.1e-07, 44, 356
19, 1e-05 , 7.4e-07, 44, 356
20, 1.1e-05 , 7.525e-07, 44, 356
21, 1.2e-05 , 8.075e-07, 44, 356
22, 1e-05 , 7.325e-07, 44, 356
23, 1.1e-05 , 7.8e-07, 44, 356
24, 1.1e-05 , 7.35e-07, 44, 356
25, 1e-05 , 7.9e-07, 44, 356
26, 1e-05 , 7.8e-07, 44, 356
27, 1e-05 , 7.65e-07, 44, 356
28, 1e-05 , 7.4e-07, 44, 356
29, 1.5e-05 , 1.1225e-06, 44, 356
30, 1.2e-05 , 7.725e-07, 44, 356
31, 1.4e-05 , 7.35e-07, 44, 356
32, 2.2e-05 , 7.675e-07, 44, 356
33, 1.2e-05 , 7.875e-07, 44, 356
34, 1.2e-05 , 7.75e-07, 44, 356
35, 1.1e-05 , 7.775e-07, 44, 356
36, 1.1e-05 , 8.525e-07, 44, 356
37, 1.3e-05 , 9.125e-07, 44, 356
38, 1.2e-05 , 8.225e-07, 44, 356
39, 1.2e-05 , 8.35e-07, 44, 356
40, 1.2e-05 , 7.4e-07, 44, 356
41, 1e-05 , 7.9e-07, 44, 356
42, 1.9e-05 , 7.975e-07, 43, 357
43, 1.3e-05 , 8.25e-07, 44, 356
44, 1.2e-05 , 7.85e-07, 42, 358
45, 1.2e-05 , 7.975e-07, 44, 356
46, 1.2e-05 , 7.375e-07, 43, 357
47, 1e-05 , 7.625e-07, 44, 356
48, 1.1e-05 , 7.675e-07, 44, 356
49, 1e-05 , 8.55e-07, 44, 356
50, 1e-05 , 7.825e-07, 44, 356
51, 1.1e-05 , 7.575e-07, 43, 357
52, 1e-05 , 7.975e-07, 44, 356
53, 1.1e-05 , 8.1e-07, 44, 356
54, 1.2e-05 , 7.4e-07, 44, 356
55, 1.2e-05 , 8.025e-07, 44, 356
56, 1.2e-05 , 7.875e-07, 43, 357
57, 5e-05 , 7.225e-07, 44, 356
58, 1e-05 , 7.625e-07, 44, 356
59, 1e-05 , 7.75e-07, 44, 356
60, 1.1e-05 , 7.45e-07, 44, 356
61, 1e-05 , 8.15e-07, 44, 356
62, 1.1e-05 , 7.65e-07, 42, 358
63, 1.4e-05 , 7.775e-07, 44, 356
64, 1.1e-05 , 7.975e-07, 44, 356
65, 1.1e-05 , 7.625e-07, 42, 358
66, 1e-05 , 7.775e-07, 41, 359
67, 1e-05 , 8.225e-07, 44, 356
68, 1.1e-05 , 7.55e-07, 43, 357
69, 1e-05 , 8.075e-07, 44, 356
70, 1.1e-05 , 7.85e-07, 42, 358
71, 1e-05 , 7.6e-07, 39, 361
72, 1e-05 , 7.75e-07, 38, 362
73, 1.1e-05 , 7.975e-07, 43, 357
74, 1.1e-05 , 7.725e-07, 42, 358
75, 1e-05 , 7.7e-07, 44, 356
76, 1.1e-05 , 9.325e-07, 41, 359
77, 1.1e-05 , 7.6e-07, 43, 357
78, 1.1e-05 , 7.85e-07, 40, 360
79, 1.1e-05 , 8.05e-07, 43, 357
80, 1.4e-05 , 8.05e-07, 36, 364
81, 1.1e-05 , 8.575e-07, 41, 359
82, 1.1e-05 , 8.1e-07, 36, 364
83, 2.4e-05 , 7.95e-07, 40, 360
84, 1.1e-05 , 7.8e-07, 40, 360
85, 1e-05 , 7.925e-07, 37, 363
86, 1e-05 , 7.55e-07, 41, 359
87, 1e-05 , 8.325e-07, 44, 356
88, 1.1e-05 , 7.75e-07, 42, 358
89, 1.1e-05 , 1.035e-06, 38, 362
90, 1.1e-05 , 8e-07, 42, 358
91, 1.1e-05 , 7.75e-07, 39, 361
92, 1.1e-05 , 8.275e-07, 39, 361
93, 1.1e-05 , 7.825e-07, 38, 362
94, 1.1e-05 , 7.8e-07, 34, 366
95, 1.1e-05 , 7.5e-07, 41, 359
96, 1e-05 , 9.05e-07, 42, 358
97, 1.2e-05 , 1.092e-05, 37, 363
98, 1.2e-05 , 1.09275e-05, 40, 360
99, 1.4e-05 , 7.65e-07, 42, 358
100, 1.2e-05 , 7.85e-07, 41, 359
