1,1.1e-05,2.75519e-05,4.37265e-05,51.7432,100
2,8e-06,1.39945e-05,2.43333e-05,26.7049,51.1368
3,8e-06,9.91803e-06,1.48718e-05,18.2787,33.3419
4,8e-06,7.42623e-06,1.22222e-05,13.9836,25.4786
5,9e-06,6.10383e-06,9.17094e-06,11.0546,20.0085
6,9e-06,5.39891e-06,8.26496e-06,9.6612,17.1368
7,8e-06,4.48634e-06,6.57265e-06,8.32787,14.0427
8,8e-06,3.99454e-06,6e-06,7.22404,12.8547
9,9e-06,3.63388e-06,5.35897e-06,6.65027,11.188
10,9e-06,3.57377e-06,4.68376e-06,6.25137,10.1368
11,9e-06,3.45902e-06,4.47863e-06,5.42077,9
12,8e-06,4.73224e-06,3.05897e-05,5.48634,8.47009
13,1.5e-05,4.34426e-06,5.83761e-06,4.84699,7.86325
14,1.2e-05,4.62842e-06,6.30769e-06,5.02186,7.46154
15,1.4e-05,4.23497e-06,5.7265e-06,4.51913,6.66667
16,1.3e-05,3.81967e-06,5.09402e-06,4.09836,6.38462
17,1.5e-05,4.49727e-06,4.93162e-06,4.54098,5.97436
18,1.2e-05,3.78142e-06,4.69231e-06,3.77049,5.68376
19,1.5e-05,3.68852e-06,4.71795e-06,3.48087,5.41026
20,1.4e-05,5.14208e-06,4.70085e-06,3.83607,5.09402
21,1.6e-05,3.98907e-06,3.98291e-06,3.6612,4.60684
22,1.3e-05,3.27322e-06,4.35043e-06,3.13661,4.52137
23,1.5e-05,3.55738e-06,3.91453e-06,3.51366,4.5641
24,1.2e-05,3.47541e-06,4.18803e-06,3.15301,4.39316
25,1.6e-05,3.12568e-06,3.87179e-06,2.96721,4.47009
26,1.2e-05,3.19126e-06,3.81197e-06,2.84153,4.1453
27,1.6e-05,3.43716e-06,3.20513e-06,2.9235,3.59829
28,1.3e-05,3.12022e-06,3.16239e-06,2.94536,3.61538
29,1.5e-05,4.21858e-06,4.59829e-06,2.91257,3.59829
30,1.2e-05,3.08197e-06,3.47863e-06,2.75956,3.37607
31,1.6e-05,2.81421e-06,3.69231e-06,2.55738,3.04274
32,1.4e-05,2.79235e-06,2.97436e-06,2.57377,3.30769
33,1.5e-05,2.54645e-06,2.84615e-06,2.31694,3.02564
34,1.2e-05,2.95082e-06,2.86325e-06,3.01093,3
35,1.5e-05,2.30055e-06,2.69231e-06,2.29508,2.91453
36,1.3e-05,2.4918e-06,2.35043e-06,2.43716,2.70085
37,1.5e-05,2.63934e-06,2.54701e-06,2.65027,2.8547
38,1.2e-05,2.19126e-06,2.42735e-06,2.06011,2.74359
39,1.5e-05,2.43169e-06,2.61538e-06,2.40984,2.54701
40,1.2e-05,2.39891e-06,2.2735e-06,2.36612,2.54701
41,1.4e-05,2.10383e-06,2.35897e-06,2.10929,2.45299
42,1.2e-05,2.45902e-06,2.47863e-06,2.53005,2.42735
43,1.4e-05,2.38798e-06,2.15385e-06,2.36066,2.39316
44,1.2e-05,2.33333e-06,2.15385e-06,2.15847,2.35897
45,1.4e-05,2.37705e-06,2.20513e-06,2.24044,2.42735
46,1.3e-05,2.56831e-06,2.23932e-06,2.40437,2.24786
47,1.5e-05,2.12568e-06,2.11966e-06,2.05464,2.10256
48,1.3e-05,2.14208e-06,2.03419e-06,1.99454,2.22222
49,1.5e-05,2.17486e-06,2.17949e-06,2.12022,1.96581
50,1.2e-05,2.21311e-06,2.07692e-06,2.07104,2.25641
51,1.5e-05,2.21858e-06,1.74359e-06,2.34973,2.24786
52,8e-06,1.21858e-06,1.17949e-06,1.97268,2.01709
53,8e-06,1.25683e-06,1.12821e-06,1.84153,1.84615
54,8e-06,1.20219e-06,1.06838e-06,1.97268,1.75214
55,9e-06,1.14208e-06,1.02564e-06,1.8306,1.66667
56,8e-06,1.2459e-06,1.21368e-06,1.91803,2.05983
57,9e-06,1.19126e-06,1.13675e-06,1.78689,1.95726
58,8e-06,1.31694e-06,1.20513e-06,2.10383,1.96581
59,9e-06,1.0765e-06,1.10256e-06,1.6612,1.83761
60,8e-06,1.24044e-06,1.02564e-06,1.98907,1.74359
61,9e-06,1.15301e-06,9.74359e-07,1.84153,1.47863
62,8e-06,1.18033e-06,1.05983e-06,1.81421,1.53846
63,9e-06,1.18033e-06,9.23077e-07,1.79781,1.66667
64,9e-06,1.19672e-06,1.13675e-06,1.80328,1.74359
65,9e-06,1.11475e-06,9.91453e-07,1.85792,1.58974
66,9e-06,1.15847e-06,9.57265e-07,1.69399,1.49573
67,9e-06,1.27322e-06,9.40171e-07,1.9071,1.46154
68,8e-06,1.44809e-06,9.05983e-07,2.19672,1.41026
69,9e-06,1.91257e-06,9.57265e-07,1.68306,1.52137
70,9e-06,1.17486e-06,1.00855e-06,1.74317,1.64103
71,1.1e-05,1.51913e-06,8.11966e-07,1.8306,1.19658
72,1e-05,1.15847e-06,9.82906e-07,1.69945,1.37607
73,1e-05,1.28962e-06,1.57265e-06,1.76503,1.37607
74,9e-06,1.4918e-06,1.23932e-06,1.86885,1.58974
75,9e-06,1.19672e-06,1e-06,1.62842,1.44444
76,9e-06,1.43716e-06,1.05983e-06,1.64481,1.36752
77,9e-06,1.22951e-06,7.86325e-07,1.53005,1.34188
78,9e-06,1.1694e-06,8.80342e-07,1.65574,1.33333
79,9e-06,1.19126e-06,8.71795e-07,1.7377,1.23077
80,1e-05,1.11475e-06,8.54701e-07,1.66667,1.21368
81,9e-06,1.64481e-06,7.4359e-07,1.6776,1.06838
82,9e-06,9.5082e-07,8.63248e-07,1.47541,1.23932
83,9e-06,1.08743e-06,8.20513e-07,1.52459,1.17094
84,9e-06,1.0765e-06,7.52137e-07,1.69399,1.19658
85,9e-06,1.1694e-06,9.82906e-07,1.82514,1.32479
86,9e-06,1.06557e-06,7.94872e-07,1.70492,1.2735
87,9e-06,1.15301e-06,8.03419e-07,1.62842,1.11111
88,9e-06,1.19126e-06,7.77778e-07,1.65027,1.13675
89,9e-06,9.67213e-07,7.4359e-07,1.46995,1.16239
90,8e-06,1.15301e-06,8.63248e-07,1.64481,1.23077
91,9e-06,1.03279e-06,8.2906e-07,1.49727,1.24786
92,9e-06,1.06557e-06,8.03419e-07,1.70492,1.19658
93,9e-06,1.09836e-06,6.06838e-07,1.70492,0.923077
94,8e-06,9.72678e-07,8.03419e-07,1.53005,1.15385
95,9e-06,8.9071e-07,8.88889e-07,1.4918,1.06838
96,9e-06,9.61749e-07,8.03419e-07,1.39891,1.18803
97,9e-06,9.78142e-07,6.49573e-07,1.45902,0.940171
98,9e-06,1.00546e-06,8.71795e-07,1.55738,0.982906
99,8e-06,8.85246e-07,7.35043e-07,1.43716,0.948718
100,1.9e-05,9.72678e-07,8.20513e-07,1.55191,1.18803
mitges  temps crear 1.087e-05 temps buscar si encertar 2.71344e-06 no encerta 3.47829e-06 comparacion si encertes 3.68858 si falles 5.26624
 cost hash 2.25933e-07 cost comparacio 2.11275e-07
